timestamp,station_id,location,energy_kwh,temperature,humidity,rain_mm,traffic_volume,hour,day_of_week,is_weekend,month,quarter,day_of_year,week_of_year,season,part_of_day,rain_flag,temp_diff,traffic_level,traffic_norm,energy_kwh_lag1,energy_kwh_roll3
2025-05-01 23:00:00,STN101,Chennai,19.01,28.1,67,0.0,451,23,Thursday,False,5,2,121,18,Summer,Night,0,-1.5999999999999979,Medium,-0.6942866444314841,13.99,18.566666666666666
2025-05-02 00:00:00,STN101,Chennai,13.44,31.8,84,1.4,337,0,Friday,False,5,2,122,18,Summer,Night,1,3.6999999999999993,Low,-1.4917150424410948,19.01,15.479999999999999
2025-05-02 01:00:00,STN101,Chennai,27.17,33.2,75,0.0,406,1,Friday,False,5,2,122,18,Summer,Night,0,1.4000000000000021,Medium,-1.0090610120668568,13.44,19.87333333333333
2025-05-02 02:00:00,STN101,Chennai,22.37,33.1,85,0.0,784,2,Friday,False,5,2,122,18,Summer,Night,0,-0.10000000000000142,High,1.6350436760702731,27.17,20.993333333333336
2025-05-02 03:00:00,STN101,Chennai,19.19,29.4,89,2.0,432,3,Friday,False,5,2,122,18,Summer,Night,1,-3.700000000000003,Medium,-0.8271913774330859,22.37,22.91
2025-05-02 04:00:00,STN101,Chennai,17.88,33.4,63,4.5,330,4,Friday,False,5,2,122,18,Summer,Night,1,4.0,Low,-1.540679944073264,19.19,19.813333333333333
2025-05-02 05:00:00,STN101,Chennai,14.61,30.0,84,0.0,336,5,Friday,False,5,2,122,18,Summer,Morning,0,-3.3999999999999986,Low,-1.4987100283885475,17.88,17.226666666666663
2025-05-02 06:00:00,STN101,Chennai,18.75,30.5,81,0.0,415,6,Friday,False,5,2,122,18,Summer,Morning,0,0.5,Medium,-0.9461061385397822,14.61,17.08
2025-05-02 07:00:00,STN101,Chennai,26.38,28.6,61,0.0,568,7,Friday,False,5,2,122,18,Summer,Morning,0,-1.8999999999999986,Medium,0.12412671142048466,18.75,19.913333333333334
2025-05-02 08:00:00,STN101,Chennai,22.36,31.4,63,0.0,602,8,Friday,False,5,2,122,18,Summer,Morning,0,2.799999999999997,High,0.3619562336338773,26.38,22.496666666666666
2025-05-02 09:00:00,STN101,Chennai,22.25,26.5,63,0.0,448,9,Friday,False,5,2,122,18,Summer,Morning,0,-4.899999999999999,Medium,-0.7152716022738423,22.36,23.66333333333333
2025-05-02 10:00:00,STN101,Chennai,21.51,26.0,71,2.6,431,10,Friday,False,5,2,122,18,Summer,Morning,1,-0.5,Medium,-0.8341863633805386,22.25,22.040000000000003
2025-05-02 11:00:00,STN101,Chennai,15.13,27.6,71,0.0,656,11,Friday,False,5,2,122,18,Summer,Morning,0,1.6000000000000014,High,0.7396854747963244,21.51,19.63
2025-05-02 12:00:00,STN101,Chennai,20.44,27.0,85,0.0,353,12,Friday,False,5,2,122,18,Summer,Afternoon,0,-0.6000000000000014,Low,-1.3797952672818512,15.13,19.026666666666667
2025-05-02 13:00:00,STN101,Chennai,16.97,32.8,89,0.0,782,13,Friday,False,5,2,122,18,Summer,Afternoon,0,5.799999999999997,High,1.6210537041753676,20.44,17.513333333333335
2025-05-02 14:00:00,STN101,Chennai,17.14,34.8,86,3.6,449,14,Friday,False,5,2,122,18,Summer,Afternoon,1,2.0,Medium,-0.7082766163263896,16.97,18.183333333333334
2025-05-02 15:00:00,STN101,Chennai,18.92,31.2,76,0.0,782,15,Friday,False,5,2,122,18,Summer,Afternoon,0,-3.599999999999998,High,1.6210537041753676,17.14,17.676666666666666
2025-05-02 16:00:00,STN101,Chennai,22.7,30.6,60,0.0,511,16,Friday,False,5,2,122,18,Summer,Afternoon,0,-0.5999999999999979,Medium,-0.27458748758432067,18.92,19.58666666666667
2025-05-02 17:00:00,STN101,Chennai,26.36,33.8,84,0.0,505,17,Friday,False,5,2,122,18,Summer,Evening,0,3.1999999999999957,Medium,-0.316557403269037,22.7,22.66
2025-05-02 18:00:00,STN101,Chennai,23.42,32.5,66,0.0,516,18,Friday,False,5,2,122,18,Summer,Evening,0,-1.2999999999999972,Medium,-0.23961255784705704,26.36,24.16
2025-05-02 19:00:00,STN101,Chennai,19.25,30.4,68,0.0,494,19,Friday,False,5,2,122,18,Summer,Evening,0,-2.1000000000000014,Medium,-0.39350224869101696,23.42,23.01
2025-05-02 20:00:00,STN101,Chennai,15.48,25.8,79,0.0,464,20,Friday,False,5,2,122,18,Summer,Evening,0,-4.599999999999998,Medium,-0.6033518271145987,19.25,19.383333333333333
2025-05-02 21:00:00,STN101,Chennai,16.41,30.9,63,0.0,799,21,Friday,False,5,2,122,18,Summer,Night,0,5.099999999999998,High,1.739968465282064,15.48,17.046666666666667
2025-05-02 22:00:00,STN101,Chennai,14.38,29.4,80,3.5,751,22,Friday,False,5,2,122,18,Summer,Night,1,-1.5,High,1.4042091398043333,16.41,15.423333333333334
2025-05-02 23:00:00,STN101,Chennai,19.7,31.1,64,0.0,402,23,Friday,False,5,2,122,18,Summer,Night,0,1.7000000000000028,Medium,-1.0370409558566676,14.38,16.83
2025-05-03 00:00:00,STN101,Chennai,18.92,37.1,75,3.6,649,0,Saturday,True,5,2,123,18,Summer,Night,1,6.0,High,0.6907205731641554,19.7,17.666666666666668
2025-05-03 01:00:00,STN101,Chennai,25.0,29.0,78,1.9,777,1,Saturday,True,5,2,123,18,Summer,Night,1,-8.100000000000001,High,1.5860787744381042,18.92,21.206666666666667
2025-05-03 02:00:00,STN101,Chennai,23.09,26.6,78,0.0,369,2,Saturday,True,5,2,123,18,Summer,Night,0,-2.3999999999999986,Low,-1.2678754921226076,25.0,22.336666666666662
2025-05-03 03:00:00,STN101,Chennai,21.2,28.8,88,0.0,387,3,Saturday,True,5,2,123,18,Summer,Night,0,2.1999999999999993,Low,-1.1419657450684586,23.09,23.096666666666664
2025-05-03 04:00:00,STN101,Chennai,19.09,31.8,80,0.0,520,4,Saturday,True,5,2,123,18,Summer,Night,0,3.0,Medium,-0.21163261405724612,21.2,21.126666666666665
2025-05-03 05:00:00,STN101,Chennai,22.34,31.6,73,0.0,364,5,Saturday,True,5,2,123,18,Summer,Morning,0,-0.1999999999999993,Low,-1.302850421859871,19.09,20.876666666666665
2025-05-03 06:00:00,STN101,Chennai,22.25,28.9,75,2.4,562,6,Saturday,True,5,2,123,18,Summer,Morning,1,-2.700000000000003,Medium,0.08215679573576831,22.34,21.226666666666663
2025-05-03 07:00:00,STN101,Chennai,22.62,29.2,66,0.0,594,7,Saturday,True,5,2,123,18,Summer,Morning,0,0.3000000000000007,Medium,0.3059963460542555,22.25,22.403333333333332
2025-05-03 08:00:00,STN101,Chennai,22.4,31.5,71,0.0,441,8,Saturday,True,5,2,123,18,Summer,Morning,0,2.3000000000000007,Medium,-0.7642365039060114,22.62,22.423333333333332
2025-05-03 09:00:00,STN101,Chennai,21.81,31.6,79,3.6,393,9,Saturday,True,5,2,123,18,Summer,Morning,1,0.10000000000000142,Low,-1.0999958293837422,22.4,22.276666666666667
2025-05-03 10:00:00,STN101,Chennai,15.85,30.6,63,4.9,563,10,Saturday,True,5,2,123,18,Summer,Morning,1,-1.0,Medium,0.08915178168322103,21.81,20.019999999999996
2025-05-03 11:00:00,STN101,Chennai,29.49,27.8,86,0.0,635,11,Saturday,True,5,2,123,18,Summer,Morning,0,-2.8000000000000007,High,0.5927907698998172,15.85,22.383333333333336
2025-05-03 12:00:00,STN101,Chennai,20.41,28.4,62,0.0,371,12,Saturday,True,5,2,123,18,Summer,Afternoon,0,0.5999999999999979,Low,-1.2538855202277022,29.49,21.916666666666668
2025-05-03 13:00:00,STN101,Chennai,12.9,31.8,75,0.0,539,13,Saturday,True,5,2,123,18,Summer,Afternoon,0,3.400000000000002,Medium,-0.07872788105564436,20.41,20.933333333333334
2025-05-03 14:00:00,STN101,Chennai,18.48,28.2,63,0.2,534,14,Saturday,True,5,2,123,18,Summer,Afternoon,1,-3.6000000000000014,Medium,-0.11370281079290798,12.9,17.263333333333332
2025-05-03 15:00:00,STN101,Chennai,16.89,32.8,87,0.0,789,15,Saturday,True,5,2,123,18,Summer,Afternoon,0,4.599999999999998,High,1.6700186058075368,18.48,16.09
2025-05-03 16:00:00,STN101,Chennai,25.63,28.4,61,0.0,457,16,Saturday,True,5,2,123,18,Summer,Afternoon,0,-4.399999999999999,Medium,-0.6523167287467678,16.89,20.333333333333332
2025-05-03 17:00:00,STN101,Chennai,20.59,26.3,84,1.6,636,17,Saturday,True,5,2,123,18,Summer,Evening,1,-2.099999999999998,High,0.5997857558472699,25.63,21.036666666666665
2025-05-03 18:00:00,STN101,Chennai,21.79,38.2,66,0.6,316,18,Saturday,True,5,2,123,18,Summer,Evening,1,11.900000000000002,Low,-1.638609747337602,20.59,22.669999999999998
2025-05-03 19:00:00,STN101,Chennai,19.42,34.4,65,0.0,351,19,Saturday,True,5,2,123,18,Summer,Evening,0,-3.8000000000000043,Low,-1.3937852391767567,21.79,20.599999999999998
2025-05-03 20:00:00,STN101,Chennai,17.23,26.3,60,3.2,757,20,Saturday,True,5,2,123,18,Summer,Evening,1,-8.099999999999998,High,1.4461790554890497,19.42,19.48
2025-05-03 21:00:00,STN101,Chennai,20.74,31.4,62,0.0,426,21,Saturday,True,5,2,123,18,Summer,Night,0,5.099999999999998,Medium,-0.8691612931178022,17.23,19.13
2025-05-03 22:00:00,STN101,Chennai,17.24,31.4,65,0.0,473,22,Saturday,True,5,2,123,18,Summer,Night,0,0.0,Medium,-0.5403969535875242,20.74,18.403333333333332
2025-05-03 23:00:00,STN101,Chennai,25.25,27.9,60,0.5,697,23,Saturday,True,5,2,123,18,Summer,Night,1,-3.5,High,1.0264798986418862,17.24,21.076666666666664
2025-05-04 00:00:00,STN101,Chennai,26.5,28.3,68,1.9,412,0,Sunday,True,5,2,124,18,Summer,Night,1,0.40000000000000213,Medium,-0.9670910963821404,25.25,22.996666666666666
2025-05-04 01:00:00,STN101,Chennai,19.9,29.6,74,0.0,705,1,Sunday,True,5,2,124,18,Summer,Night,0,1.3000000000000007,High,1.0824397862215078,26.5,23.883333333333336
2025-05-04 02:00:00,STN101,Chennai,20.0,31.4,85,0.0,786,2,Sunday,True,5,2,124,18,Summer,Night,0,1.7999999999999972,High,1.6490336479651786,19.9,22.133333333333336
2025-05-04 03:00:00,STN101,Chennai,24.85,20.2,70,3.2,726,3,Sunday,True,5,2,124,18,Summer,Night,1,-11.2,High,1.229334491118015,20.0,21.583333333333332
2025-05-04 04:00:00,STN101,Chennai,22.99,27.7,86,1.5,442,4,Sunday,True,5,2,124,18,Summer,Night,1,7.5,Medium,-0.7572415179585587,24.85,22.61333333333333
2025-05-04 05:00:00,STN101,Chennai,16.08,31.7,77,0.3,369,5,Sunday,True,5,2,124,18,Summer,Morning,1,4.0,Low,-1.2678754921226076,22.99,21.30666666666666
2025-05-04 06:00:00,STN101,Chennai,22.17,29.4,66,0.0,669,6,Sunday,True,5,2,124,18,Summer,Morning,0,-2.3000000000000007,High,0.8306202921132099,16.08,20.41333333333333
2025-05-04 07:00:00,STN101,Chennai,23.61,28.1,70,3.9,507,7,Sunday,True,5,2,124,18,Summer,Morning,1,-1.2999999999999972,Medium,-0.30256743137413156,22.17,20.62
2025-05-04 08:00:00,STN101,Chennai,18.26,27.5,68,0.0,353,8,Sunday,True,5,2,124,18,Summer,Morning,0,-0.6000000000000014,Low,-1.3797952672818512,23.61,21.346666666666664
2025-05-04 09:00:00,STN101,Chennai,21.89,27.5,67,0.0,480,9,Sunday,True,5,2,124,18,Summer,Morning,0,0.0,Medium,-0.4914320519553551,18.26,21.253333333333334
2025-05-04 10:00:00,STN101,Chennai,9.98,29.7,80,0.0,387,10,Sunday,True,5,2,124,18,Summer,Morning,0,2.1999999999999993,Low,-1.1419657450684586,21.89,16.709999999999997
2025-05-04 11:00:00,STN101,Chennai,15.31,28.6,79,0.0,745,11,Sunday,True,5,2,124,18,Summer,Morning,0,-1.0999999999999979,High,1.3622392241196168,9.98,15.726666666666667
2025-05-04 12:00:00,STN101,Chennai,22.46,25.2,81,3.1,719,12,Sunday,True,5,2,124,18,Summer,Afternoon,1,-3.400000000000002,High,1.1803695894858461,15.31,15.916666666666666
2025-05-04 13:00:00,STN101,Chennai,13.94,27.8,87,2.3,466,13,Sunday,True,5,2,124,18,Summer,Afternoon,1,2.6000000000000014,Medium,-0.5893618552196933,22.46,17.236666666666665
2025-05-04 14:00:00,STN101,Chennai,19.49,25.9,74,0.0,356,14,Sunday,True,5,2,124,18,Summer,Afternoon,0,-1.9000000000000021,Low,-1.358810309439493,13.94,18.63
2025-05-04 15:00:00,STN101,Chennai,16.71,33.1,68,0.0,529,15,Sunday,True,5,2,124,18,Summer,Afternoon,0,7.200000000000003,Medium,-0.1486777405301716,19.49,16.713333333333335
2025-05-04 16:00:00,STN101,Chennai,22.76,29.9,65,0.0,531,16,Sunday,True,5,2,124,18,Summer,Afternoon,0,-3.200000000000003,Medium,-0.13468776863526616,16.71,19.653333333333336
2025-05-04 17:00:00,STN101,Chennai,16.19,29.5,85,4.7,472,17,Sunday,True,5,2,124,18,Summer,Evening,1,-0.3999999999999986,Medium,-0.5473919395349769,22.76,18.553333333333335
2025-05-04 18:00:00,STN101,Chennai,13.48,32.6,81,0.7,643,18,Sunday,True,5,2,124,18,Summer,Evening,1,3.1000000000000014,High,0.648750657479439,16.19,17.47666666666667
2025-05-04 19:00:00,STN101,Chennai,20.33,28.3,81,0.0,753,19,Sunday,True,5,2,124,18,Summer,Evening,0,-4.300000000000001,High,1.4181991116992387,13.48,16.666666666666668
2025-05-04 20:00:00,STN101,Chennai,21.72,25.7,70,0.0,756,20,Sunday,True,5,2,124,18,Summer,Evening,0,-2.6000000000000014,High,1.439184069541597,20.33,18.51
2025-05-04 21:00:00,STN101,Chennai,20.58,33.4,67,0.0,606,21,Sunday,True,5,2,124,18,Summer,Night,0,7.699999999999999,High,0.3899361774236882,21.72,20.876666666666665
2025-05-04 22:00:00,STN101,Chennai,30.59,29.7,74,0.5,450,22,Sunday,True,5,2,124,18,Summer,Night,1,-3.6999999999999993,Medium,-0.7012816303789369,20.58,24.296666666666667
2025-05-04 23:00:00,STN101,Chennai,19.34,29.1,80,0.0,753,23,Sunday,True,5,2,124,18,Summer,Night,0,-0.5999999999999979,High,1.4181991116992387,30.59,23.50333333333333
2025-05-05 00:00:00,STN101,Chennai,26.62,29.1,87,0.0,633,0,Monday,False,5,2,125,19,Summer,Night,0,0.0,High,0.5788007980049118,19.34,25.516666666666666
2025-05-05 01:00:00,STN101,Chennai,7.76,33.5,88,2.2,504,1,Monday,False,5,2,125,19,Summer,Night,1,4.399999999999999,Medium,-0.3235523892164897,26.62,17.906666666666666
2025-05-05 02:00:00,STN101,Chennai,20.13,25.8,84,1.8,438,2,Monday,False,5,2,125,19,Summer,Night,1,-7.699999999999999,Medium,-0.7852214617483696,7.76,18.169999999999998
2025-05-05 03:00:00,STN101,Chennai,23.88,32.2,89,1.7,501,3,Monday,False,5,2,125,19,Summer,Night,1,6.400000000000002,Medium,-0.3445373470588479,20.13,17.256666666666664
2025-05-05 04:00:00,STN101,Chennai,18.36,28.3,60,0.0,477,4,Monday,False,5,2,125,19,Summer,Night,0,-3.900000000000002,Medium,-0.5124170097977133,23.88,20.79
2025-05-05 05:00:00,STN101,Chennai,19.43,33.1,85,2.5,342,5,Monday,False,5,2,125,19,Summer,Morning,1,4.800000000000001,Low,-1.456740112703831,18.36,20.556666666666665
2025-05-05 06:00:00,STN101,Chennai,16.77,30.1,60,0.0,700,6,Monday,False,5,2,125,19,Summer,Morning,0,-3.0,High,1.0474648564842444,19.43,18.186666666666664
2025-05-05 07:00:00,STN101,Chennai,16.15,26.3,85,0.0,587,7,Monday,False,5,2,125,19,Summer,Morning,0,-3.8000000000000007,Medium,0.2570314444220864,16.77,17.45
2025-05-05 08:00:00,STN101,Chennai,12.03,31.3,88,1.1,766,8,Monday,False,5,2,125,19,Summer,Morning,1,5.0,High,1.509133929016124,16.15,14.983333333333333
2025-05-05 09:00:00,STN101,Chennai,22.85,29.5,61,0.0,308,9,Monday,False,5,2,125,19,Summer,Morning,0,-1.8000000000000007,Low,-1.6945696349172237,12.03,17.009999999999998
2025-05-05 10:00:00,STN101,Chennai,25.27,31.5,86,0.0,441,10,Monday,False,5,2,125,19,Summer,Morning,0,2.0,Medium,-0.7642365039060114,22.85,20.049999999999997
2025-05-05 11:00:00,STN101,Chennai,21.31,33.4,64,0.0,326,11,Monday,False,5,2,125,19,Summer,Morning,0,1.8999999999999986,Low,-1.5686598878630746,25.27,23.14333333333333
2025-05-05 12:00:00,STN101,Chennai,19.9,28.9,85,0.0,723,12,Monday,False,5,2,125,19,Summer,Afternoon,0,-4.5,High,1.208349533275657,21.31,22.159999999999997
2025-05-05 13:00:00,STN101,Chennai,19.35,27.1,60,0.0,709,13,Monday,False,5,2,125,19,Summer,Afternoon,0,-1.7999999999999972,High,1.1104197300113188,19.9,20.186666666666664
2025-05-05 14:00:00,STN101,Chennai,21.61,30.7,88,2.5,739,14,Monday,False,5,2,125,19,Summer,Afternoon,1,3.599999999999998,High,1.3202693084349006,19.35,20.286666666666665
2025-05-05 15:00:00,STN101,Chennai,22.34,32.1,86,0.9,614,15,Monday,False,5,2,125,19,Summer,Afternoon,1,1.4000000000000021,High,0.44589606500330997,21.61,21.099999999999998
2025-05-05 16:00:00,STN101,Chennai,13.85,25.0,63,0.0,799,16,Monday,False,5,2,125,19,Summer,Afternoon,0,-7.100000000000001,High,1.739968465282064,22.34,19.266666666666662
2025-05-05 17:00:00,STN101,Chennai,27.39,33.8,71,3.8,399,17,Monday,False,5,2,125,19,Summer,Evening,1,8.799999999999997,Low,-1.0580259136990258,13.85,21.19333333333333
2025-05-05 18:00:00,STN101,Chennai,11.88,29.8,75,0.0,691,18,Monday,False,5,2,125,19,Summer,Evening,0,-3.9999999999999964,High,0.9845099829571697,27.39,17.706666666666667
2025-05-05 19:00:00,STN101,Chennai,17.86,34.8,86,1.6,419,19,Monday,False,5,2,125,19,Summer,Evening,1,4.9999999999999964,Medium,-0.9181261947499714,11.88,19.043333333333333
2025-05-05 20:00:00,STN101,Chennai,10.52,28.6,81,0.7,334,20,Monday,False,5,2,125,19,Summer,Evening,1,-6.199999999999996,Low,-1.512700000283453,17.86,13.419999999999996
2025-05-05 21:00:00,STN101,Chennai,20.71,36.7,86,1.9,769,21,Monday,False,5,2,125,19,Summer,Night,1,8.100000000000001,High,1.5301188868584823,10.52,16.36333333333333
2025-05-05 22:00:00,STN101,Chennai,19.4,32.8,77,0.0,395,22,Monday,False,5,2,125,19,Summer,Night,0,-3.9000000000000057,Low,-1.0860058574888367,20.71,16.876666666666665
2025-05-05 23:00:00,STN101,Chennai,19.21,34.8,76,0.0,348,23,Monday,False,5,2,125,19,Summer,Night,0,2.0,Low,-1.4147701970191149,19.4,19.77333333333333
2025-05-06 00:00:00,STN101,Chennai,15.3,30.9,85,0.0,710,0,Tuesday,False,5,2,126,19,Summer,Night,0,-3.8999999999999986,High,1.1174147159587715,19.21,17.969999999999995
2025-05-06 01:00:00,STN101,Chennai,20.32,32.1,89,3.4,664,1,Tuesday,False,5,2,126,19,Summer,Night,1,1.2000000000000028,High,0.7956453623759462,15.3,18.276666666666664
2025-05-06 02:00:00,STN101,Chennai,21.13,24.7,85,0.6,332,2,Tuesday,False,5,2,126,19,Summer,Night,1,-7.400000000000002,Low,-1.5266899721783584,20.32,18.91666666666666
2025-05-06 03:00:00,STN101,Chennai,15.11,28.8,63,0.0,635,3,Tuesday,False,5,2,126,19,Summer,Night,0,4.100000000000001,High,0.5927907698998172,21.13,18.853333333333328
2025-05-06 04:00:00,STN101,Chennai,20.8,29.2,62,2.1,617,4,Tuesday,False,5,2,126,19,Summer,Night,1,0.3999999999999986,High,0.4668810228456682,15.11,19.013333333333332
2025-05-06 05:00:00,STN101,Chennai,30.65,29.2,63,0.0,464,5,Tuesday,False,5,2,126,19,Summer,Morning,0,0.0,Medium,-0.6033518271145987,20.8,22.186666666666667
2025-05-06 06:00:00,STN101,Chennai,19.88,27.1,77,0.0,434,6,Tuesday,False,5,2,126,19,Summer,Morning,0,-2.099999999999998,Medium,-0.8132014055381804,30.65,23.776666666666667
2025-05-06 07:00:00,STN101,Chennai,9.53,22.6,75,0.0,462,7,Tuesday,False,5,2,126,19,Summer,Morning,0,-4.5,Medium,-0.6173417990095041,19.88,20.019999999999996
2025-05-06 08:00:00,STN101,Chennai,23.74,32.6,65,4.7,547,8,Tuesday,False,5,2,126,19,Summer,Morning,1,10.0,Medium,-0.022767993476022562,9.53,17.716666666666665
2025-05-06 09:00:00,STN101,Chennai,17.35,31.1,82,4.6,630,9,Tuesday,False,5,2,126,19,Summer,Morning,1,-1.5,High,0.5578158401625536,23.74,16.87333333333333
2025-05-06 10:00:00,STN101,Chennai,20.14,29.7,74,0.0,702,10,Tuesday,False,5,2,126,19,Summer,Morning,0,-1.4000000000000021,High,1.0614548283791498,17.35,20.41
2025-05-06 11:00:00,STN101,Chennai,19.31,31.6,68,0.0,623,11,Tuesday,False,5,2,126,19,Summer,Morning,0,1.9000000000000021,High,0.5088509385303845,20.14,18.933333333333334
2025-05-06 12:00:00,STN101,Chennai,22.74,31.3,60,0.0,772,12,Tuesday,False,5,2,126,19,Summer,Afternoon,0,-0.3000000000000007,High,1.5511038447008405,19.31,20.729999999999997
2025-05-06 13:00:00,STN101,Chennai,18.97,28.8,60,0.0,712,13,Tuesday,False,5,2,126,19,Summer,Afternoon,0,-2.5,High,1.131404687853677,22.74,20.339999999999996
2025-05-06 14:00:00,STN101,Chennai,29.29,29.8,86,3.4,558,14,Tuesday,False,5,2,126,19,Summer,Afternoon,1,1.0,Medium,0.05417685194595741,18.97,23.666666666666668
2025-05-06 15:00:00,STN101,Chennai,24.63,32.3,86,0.0,633,15,Tuesday,False,5,2,126,19,Summer,Afternoon,0,2.4999999999999964,High,0.5788007980049118,29.29,24.296666666666663
2025-05-06 16:00:00,STN101,Chennai,15.22,30.0,79,0.0,558,16,Tuesday,False,5,2,126,19,Summer,Afternoon,0,-2.299999999999997,Medium,0.05417685194595741,24.63,23.046666666666663
2025-05-06 17:00:00,STN101,Chennai,18.64,30.3,63,0.0,344,17,Tuesday,False,5,2,126,19,Summer,Evening,0,0.3000000000000007,Low,-1.4427501408089256,15.22,19.496666666666666
2025-05-06 18:00:00,STN101,Chennai,24.13,31.8,83,0.0,639,18,Tuesday,False,5,2,126,19,Summer,Evening,0,1.5,High,0.6207707136896281,18.64,19.33
2025-05-06 19:00:00,STN101,Chennai,23.55,30.6,86,0.0,464,19,Tuesday,False,5,2,126,19,Summer,Evening,0,-1.1999999999999993,Medium,-0.6033518271145987,24.13,22.106666666666666
2025-05-06 20:00:00,STN101,Chennai,13.34,30.7,86,2.3,353,20,Tuesday,False,5,2,126,19,Summer,Evening,1,0.09999999999999787,Low,-1.3797952672818512,23.55,20.34
2025-05-06 21:00:00,STN101,Chennai,31.4,34.3,62,0.0,770,21,Tuesday,False,5,2,126,19,Summer,Night,0,3.599999999999998,High,1.537113872805935,13.34,22.763333333333332
