ds,yhat,yhat_lower,yhat_upper
2025-05-27 06:00:00,56.299000601630965,48.400766743028726,64.56355956266158
2025-05-27 07:00:00,68.90725661833987,61.15990350203629,76.63312693528435
2025-05-27 08:00:00,58.84819044801818,50.99583790687365,66.76541480532136
2025-05-27 09:00:00,71.71797031863214,63.44134303200425,79.71626578623292
2025-05-27 10:00:00,59.36295975309332,51.28246425808733,66.98678155612699
2025-05-27 11:00:00,60.18657478305709,51.5417913821785,69.07739083723074
2025-05-27 12:00:00,61.51214381372123,53.686778349367856,69.56259790300264
2025-05-27 13:00:00,59.36903844816184,51.39177717341167,67.32250841164765
2025-05-27 14:00:00,64.29848972468417,56.35660942588199,72.29615737303193
2025-05-27 15:00:00,67.20004690096869,59.09408831002656,75.78081708813792
2025-05-27 16:00:00,55.680536480483454,47.8498830915171,64.0496831348963
2025-05-27 17:00:00,69.86397907051322,62.06477581036309,77.82436338700903
2025-05-27 18:00:00,51.106800544505816,42.39522126739272,58.99594256175804
2025-05-27 19:00:00,57.45523149757975,49.49413076033612,65.7189474818699
2025-05-27 20:00:00,50.72867412809928,42.528547341380616,59.22687802205468
2025-05-27 21:00:00,47.815701719648565,39.40436457742881,56.421948654650336
2025-05-27 22:00:00,55.37901207930004,47.14945817097581,63.43178346979005
2025-05-27 23:00:00,53.24535558411084,44.70120390439475,61.75689863331125
2025-05-28 00:00:00,60.646321997322474,52.629473482958055,68.52232480231423
2025-05-28 01:00:00,58.531043136042506,50.459107346235825,66.77376636465578
2025-05-28 02:00:00,58.41036119811822,50.177492275219855,66.37066232733797
2025-05-28 03:00:00,62.33304619389709,54.466136692558045,70.32774255474236
2025-05-28 04:00:00,58.48140611318726,49.990025533042285,66.44092004472608
2025-05-28 05:00:00,61.86481514348537,53.94040543864586,69.65731052315503
2025-05-28 06:00:00,56.12640420298426,47.94225353418716,64.12187233218286
2025-05-28 07:00:00,63.850919310717074,55.668760742467626,71.8719074607558
2025-05-28 08:00:00,55.81320406273463,48.0480823120658,63.724744601963806
2025-05-28 09:00:00,64.18006119991418,56.093566793431734,71.95719196511764
2025-05-28 10:00:00,58.54617639389808,50.90780549858977,66.6694923452899
2025-05-28 11:00:00,63.10904362449204,54.88644285663791,70.88756904350276
2025-05-28 12:00:00,58.838789329137406,51.44174239692956,66.47669147267626
2025-05-28 13:00:00,59.21303368443722,51.29490746959584,67.80209278403376
2025-05-28 14:00:00,62.11358804840441,53.86130425020786,69.8557678182933
2025-05-28 15:00:00,59.754993803268874,51.73626583064112,68.53642255997835
2025-05-28 16:00:00,65.64554383986237,57.40445700898243,73.7423076643871
2025-05-28 17:00:00,65.07301417263335,56.887637920593114,73.61079138441285
2025-05-28 18:00:00,57.83308800066149,50.01911488220515,65.77595648888769
2025-05-28 19:00:00,55.37973892844681,47.48080858618003,63.41976584396952
2025-05-28 20:00:00,54.664159984823144,46.114564166519756,62.66423776954408
2025-05-28 21:00:00,53.06734338821045,45.34465009999886,61.05576903929975
2025-05-28 22:00:00,49.53589016411662,41.216116412163586,58.34981785230939
2025-05-28 23:00:00,54.952941974761174,46.60294192505715,62.42669706397814
2025-05-29 00:00:00,43.029507074407874,35.38932774574711,51.41486019611355
2025-05-29 01:00:00,57.402646867550914,49.488774506724965,65.20004748768433
2025-05-29 02:00:00,47.30199589439428,38.63466117670584,54.920836996752904
2025-05-29 03:00:00,61.37332027680176,53.585973733759204,69.08287426598507
2025-05-29 04:00:00,54.374347918839334,46.715395892224095,62.42566583666556
2025-05-29 05:00:00,55.714362309251214,47.951895180464085,63.946933261018266
2025-05-29 06:00:00,60.69926198267985,52.61318155211234,69.4105929241635
2025-05-29 07:00:00,60.89227144705005,53.111883356721165,69.01469933967488
2025-05-29 08:00:00,68.97650012915209,60.68008421833114,76.96425054944004
2025-05-29 09:00:00,65.82224048256884,58.03658904951912,73.56718725430056
2025-05-29 10:00:00,62.85177132004065,54.57564417329165,71.21669649352762
2025-05-29 11:00:00,59.274547580620236,50.97900309443531,67.35075418910242
2025-05-29 12:00:00,56.00640655076882,47.338943814145985,63.694371433739036
2025-05-29 13:00:00,65.31250980797027,56.985396559096316,72.67354929761403
2025-05-29 14:00:00,54.674525334805075,46.74656559966002,62.693039161739506
2025-05-29 15:00:00,66.0641938990717,57.562594915654564,74.18483088344051
2025-05-29 16:00:00,51.63828943233034,43.47777353657374,59.402436306213566
2025-05-29 17:00:00,73.78303728040424,65.35093937405726,82.30870761961114
2025-05-29 18:00:00,53.149399654046576,45.16144511650306,61.593272891894145
2025-05-29 19:00:00,65.72351844440166,57.60768781408928,73.51163901012498
2025-05-29 20:00:00,58.834033331911264,50.831615510726834,66.97087092493773
2025-05-29 21:00:00,57.42756023444913,48.990386884697614,65.32447985450179
2025-05-29 22:00:00,55.85290006412397,48.373750253518175,63.51973040894579
2025-05-29 23:00:00,58.23922692796235,49.888549207659636,66.28184994663776
2025-05-30 00:00:00,54.91258037926581,46.93947123326374,63.19005156925899
