timestamp,station_id,location,energy_kwh,temperature,humidity,rain_mm,traffic_volume
2025-05-02 22:00:00,STN101,Chennai,14.38,29.4,80,3.5,751
2025-05-02 23:00:00,STN101,Chennai,19.7,31.1,64,0.0,402
2025-05-03 00:00:00,STN101,Chennai,18.92,37.1,75,3.6,649
2025-05-03 01:00:00,STN101,Chennai,25.0,29.0,78,1.9,777
2025-05-03 02:00:00,STN101,Chennai,23.09,26.6,78,0.0,369
2025-05-03 03:00:00,STN101,Chennai,21.2,28.8,88,0.0,387
2025-05-03 04:00:00,STN101,Chennai,19.09,31.8,80,0.0,520
2025-05-03 05:00:00,STN101,Chennai,22.34,31.6,73,0.0,364
2025-05-03 06:00:00,STN101,Chennai,22.25,28.9,75,2.4,562
2025-05-03 07:00:00,STN101,Chennai,22.62,29.2,66,0.0,594
2025-05-03 08:00:00,STN101,Chennai,22.4,31.5,71,0.0,441
2025-05-03 09:00:00,STN101,Chennai,21.81,31.6,79,3.6,393
2025-05-03 10:00:00,STN101,Chennai,15.85,30.6,63,4.9,563
2025-05-03 11:00:00,STN101,Chennai,29.49,27.8,86,0.0,635
2025-05-03 12:00:00,STN101,Chennai,20.41,28.4,62,0.0,371
2025-05-03 13:00:00,STN101,Chennai,12.9,31.8,75,0.0,539
2025-05-03 14:00:00,STN101,Chennai,18.48,28.2,63,0.2,534
2025-05-03 15:00:00,STN101,Chennai,16.89,32.8,87,0.0,789
2025-05-03 16:00:00,STN101,Chennai,25.63,28.4,61,0.0,457
2025-05-03 17:00:00,STN101,Chennai,20.59,26.3,84,1.6,636
2025-05-03 18:00:00,STN101,Chennai,21.79,38.2,66,0.6,316
2025-05-03 19:00:00,STN101,Chennai,19.42,34.4,65,0.0,351
2025-05-03 20:00:00,STN101,Chennai,17.23,26.3,60,3.2,757
2025-05-03 21:00:00,STN101,Chennai,20.74,31.4,62,0.0,426
2025-05-03 22:00:00,STN101,Chennai,17.24,31.4,65,0.0,473
2025-05-03 23:00:00,STN101,Chennai,25.25,27.9,60,0.5,697
2025-05-04 00:00:00,STN101,Chennai,26.5,28.3,68,1.9,412
2025-05-04 01:00:00,STN101,Chennai,19.9,29.6,74,0.0,705
2025-05-04 02:00:00,STN101,Chennai,20.0,31.4,85,0.0,786
2025-05-04 03:00:00,STN101,Chennai,24.85,20.2,70,3.2,726
2025-05-04 04:00:00,STN101,Chennai,22.99,27.7,86,1.5,442
2025-05-04 05:00:00,STN101,Chennai,16.08,31.7,77,0.3,369
2025-05-04 06:00:00,STN101,Chennai,22.17,29.4,66,0.0,669
2025-05-04 07:00:00,STN101,Chennai,23.61,28.1,70,3.9,507
2025-05-04 08:00:00,STN101,Chennai,18.26,27.5,68,0.0,353
2025-05-04 09:00:00,STN101,Chennai,21.89,27.5,67,0.0,480
2025-05-04 10:00:00,STN101,Chennai,9.98,29.7,80,0.0,387
2025-05-04 11:00:00,STN101,Chennai,15.31,28.6,79,0.0,745
2025-05-04 12:00:00,STN101,Chennai,22.46,25.2,81,3.1,719
2025-05-04 13:00:00,STN101,Chennai,13.94,27.8,87,2.3,466
2025-05-04 14:00:00,STN101,Chennai,19.49,25.9,74,0.0,356
2025-05-04 15:00:00,STN101,Chennai,16.71,33.1,68,0.0,529
2025-05-04 16:00:00,STN101,Chennai,22.76,29.9,65,0.0,531
2025-05-04 17:00:00,STN101,Chennai,16.19,29.5,85,4.7,472
2025-05-04 18:00:00,STN101,Chennai,13.48,32.6,81,0.7,643
2025-05-04 19:00:00,STN101,Chennai,20.33,28.3,81,0.0,753
2025-05-04 20:00:00,STN101,Chennai,21.72,25.7,70,0.0,756
2025-05-04 21:00:00,STN101,Chennai,20.58,33.4,67,0.0,606
2025-05-04 22:00:00,STN101,Chennai,30.59,29.7,74,0.5,450
2025-05-04 23:00:00,STN101,Chennai,19.34,29.1,80,0.0,753
2025-05-05 00:00:00,STN101,Chennai,26.62,29.1,87,0.0,633
2025-05-05 01:00:00,STN101,Chennai,7.76,33.5,88,2.2,504
2025-05-05 02:00:00,STN101,Chennai,20.13,25.8,84,1.8,438
2025-05-05 03:00:00,STN101,Chennai,23.88,32.2,89,1.7,501
2025-05-05 04:00:00,STN101,Chennai,18.36,28.3,60,0.0,477
2025-05-05 05:00:00,STN101,Chennai,19.43,33.1,85,2.5,342
2025-05-05 06:00:00,STN101,Chennai,16.77,30.1,60,0.0,700
2025-05-05 07:00:00,STN101,Chennai,16.15,26.3,85,0.0,587
2025-05-05 08:00:00,STN101,Chennai,12.03,31.3,88,1.1,766
2025-05-05 09:00:00,STN101,Chennai,22.85,29.5,61,0.0,308
2025-05-05 10:00:00,STN101,Chennai,25.27,31.5,86,0.0,441
2025-05-05 11:00:00,STN101,Chennai,21.31,33.4,64,0.0,326
2025-05-05 12:00:00,STN101,Chennai,19.9,28.9,85,0.0,723
2025-05-05 13:00:00,STN101,Chennai,19.35,27.1,60,0.0,709
2025-05-05 14:00:00,STN101,Chennai,21.61,30.7,88,2.5,739
2025-05-05 15:00:00,STN101,Chennai,22.34,32.1,86,0.9,614
2025-05-05 16:00:00,STN101,Chennai,13.85,25.0,63,0.0,799
2025-05-05 17:00:00,STN101,Chennai,27.39,33.8,71,3.8,399
2025-05-05 18:00:00,STN101,Chennai,11.88,29.8,75,0.0,691
2025-05-05 19:00:00,STN101,Chennai,17.86,34.8,86,1.6,419
2025-05-05 20:00:00,STN101,Chennai,10.52,28.6,81,0.7,334
2025-05-05 21:00:00,STN101,Chennai,20.71,36.7,86,1.9,769
2025-05-05 22:00:00,STN101,Chennai,19.4,32.8,77,0.0,395
2025-05-05 23:00:00,STN101,Chennai,19.21,34.8,76,0.0,348
2025-05-06 00:00:00,STN101,Chennai,15.3,30.9,85,0.0,710
2025-05-06 01:00:00,STN101,Chennai,20.32,32.1,89,3.4,664
2025-05-06 02:00:00,STN101,Chennai,21.13,24.7,85,0.6,332
2025-05-06 03:00:00,STN101,Chennai,15.11,28.8,63,0.0,635
2025-05-06 04:00:00,STN101,Chennai,20.8,29.2,62,2.1,617
2025-05-06 05:00:00,STN101,Chennai,30.65,29.2,63,0.0,464
2025-05-06 06:00:00,STN101,Chennai,19.88,27.1,77,0.0,434
2025-05-06 07:00:00,STN101,Chennai,9.53,22.6,75,0.0,462
2025-05-06 08:00:00,STN101,Chennai,23.74,32.6,65,4.7,547
2025-05-06 09:00:00,STN101,Chennai,17.35,31.1,82,4.6,630
2025-05-06 10:00:00,STN101,Chennai,20.14,29.7,74,0.0,702
2025-05-06 11:00:00,STN101,Chennai,19.31,31.6,68,0.0,623
2025-05-06 12:00:00,STN101,Chennai,22.74,31.3,60,0.0,772
2025-05-06 13:00:00,STN101,Chennai,18.97,28.8,60,0.0,712
2025-05-06 14:00:00,STN101,Chennai,29.29,29.8,86,3.4,558
2025-05-06 15:00:00,STN101,Chennai,24.63,32.3,86,0.0,633
2025-05-06 16:00:00,STN101,Chennai,15.22,30.0,79,0.0,558
2025-05-06 17:00:00,STN101,Chennai,18.64,30.3,63,0.0,344
2025-05-06 18:00:00,STN101,Chennai,24.13,31.8,83,0.0,639
2025-05-06 19:00:00,STN101,Chennai,23.55,30.6,86,0.0,464
2025-05-06 20:00:00,STN101,Chennai,13.34,30.7,86,2.3,353
2025-05-06 21:00:00,STN101,Chennai,31.4,34.3,62,0.0,770
2025-05-06 22:00:00,STN101,Chennai,17.94,23.8,84,0.0,513
2025-05-06 23:00:00,STN101,Chennai,13.83,26.5,85,0.0,574
2025-05-07 00:00:00,STN101,Chennai,20.37,27.0,64,0.0,658
2025-05-07 01:00:00,STN101,Chennai,17.1,31.1,65,0.0,394
2025-05-07 02:00:00,STN101,Chennai,27.55,34.0,84,0.0,434
2025-05-07 03:00:00,STN101,Chennai,25.79,30.1,64,2.1,657
2025-05-07 04:00:00,STN101,Chennai,12.96,33.7,65,0.0,392
2025-05-07 05:00:00,STN101,Chennai,17.21,32.8,79,0.0,365
2025-05-07 06:00:00,STN101,Chennai,26.68,25.0,65,0.0,646
2025-05-07 07:00:00,STN101,Chennai,20.03,29.9,68,0.0,665
2025-05-07 08:00:00,STN101,Chennai,24.99,29.6,79,0.0,711
2025-05-07 09:00:00,STN101,Chennai,11.81,27.5,71,0.0,304
2025-05-07 10:00:00,STN101,Chennai,13.96,29.6,62,4.3,576
2025-05-07 11:00:00,STN101,Chennai,22.07,33.3,81,4.8,636
2025-05-07 12:00:00,STN101,Chennai,15.65,26.2,78,0.0,428
2025-05-07 13:00:00,STN101,Chennai,22.2,27.9,83,0.0,312
2025-05-07 14:00:00,STN101,Chennai,16.96,29.6,82,0.0,395
2025-05-07 15:00:00,STN101,Chennai,19.92,25.6,81,4.0,598
2025-05-07 16:00:00,STN101,Chennai,22.02,30.4,61,0.0,315
2025-05-07 17:00:00,STN101,Chennai,16.63,25.8,72,0.0,437
2025-05-07 18:00:00,STN101,Chennai,13.08,33.2,73,1.0,664
2025-05-07 19:00:00,STN101,Chennai,22.88,34.4,70,0.0,397
2025-05-07 20:00:00,STN101,Chennai,21.81,32.9,83,0.0,480
2025-05-07 21:00:00,STN101,Chennai,26.95,35.3,77,0.0,489
2025-05-07 22:00:00,STN101,Chennai,23.25,31.3,69,0.0,625
2025-05-07 23:00:00,STN101,Chennai,12.33,34.2,88,0.0,763
2025-05-08 00:00:00,STN101,Chennai,18.55,32.8,81,4.4,568
2025-05-08 01:00:00,STN101,Chennai,19.2,28.7,63,0.0,585
2025-05-08 02:00:00,STN101,Chennai,16.82,28.9,68,0.0,496
2025-05-08 03:00:00,STN101,Chennai,20.14,30.6,66,0.2,440
2025-05-08 04:00:00,STN101,Chennai,23.22,31.9,82,0.0,303
2025-05-08 05:00:00,STN101,Chennai,19.3,27.7,61,0.0,467
2025-05-08 06:00:00,STN101,Chennai,24.66,34.1,86,0.0,490
2025-05-08 07:00:00,STN101,Chennai,19.59,33.5,80,2.0,685
2025-05-08 08:00:00,STN101,Chennai,26.36,29.3,65,0.0,633
2025-05-08 09:00:00,STN101,Chennai,25.22,28.6,75,0.0,742
2025-05-08 10:00:00,STN101,Chennai,28.84,28.9,66,0.0,603
2025-05-08 11:00:00,STN101,Chennai,9.94,21.7,66,2.3,336
2025-05-08 12:00:00,STN101,Chennai,16.52,34.3,81,0.0,761
2025-05-08 13:00:00,STN101,Chennai,27.12,32.4,73,0.2,690
2025-05-08 14:00:00,STN101,Chennai,19.09,24.9,82,2.9,514
2025-05-08 15:00:00,STN101,Chennai,24.53,30.1,72,0.0,763
2025-05-08 16:00:00,STN101,Chennai,9.34,29.8,81,0.0,656
2025-05-08 17:00:00,STN101,Chennai,17.75,31.0,85,0.0,655
2025-05-08 18:00:00,STN101,Chennai,8.01,30.0,70,0.0,323
2025-05-08 19:00:00,STN101,Chennai,28.56,29.1,60,0.0,794
2025-05-08 20:00:00,STN101,Chennai,23.03,28.0,62,0.0,679
2025-05-08 21:00:00,STN101,Chennai,18.87,32.1,63,1.8,335
2025-05-08 22:00:00,STN101,Chennai,16.82,27.1,61,0.0,469
2025-05-08 23:00:00,STN101,Chennai,27.1,32.4,82,0.0,434
2025-05-09 00:00:00,STN101,Chennai,26.7,28.3,77,3.4,771
2025-05-09 01:00:00,STN101,Chennai,22.74,28.8,76,0.0,608
2025-05-09 02:00:00,STN101,Chennai,17.78,31.5,62,0.0,729
2025-05-09 03:00:00,STN101,Chennai,20.8,34.0,88,0.0,612
2025-05-09 04:00:00,STN101,Chennai,31.87,34.8,74,0.0,546
2025-05-09 05:00:00,STN101,Chennai,28.93,28.5,71,0.0,507
2025-05-09 06:00:00,STN101,Chennai,19.49,27.8,68,0.0,320
2025-05-09 07:00:00,STN101,Chennai,27.04,31.5,79,0.0,330
2025-05-09 08:00:00,STN101,Chennai,21.25,29.5,64,3.5,759
2025-05-09 09:00:00,STN101,Chennai,16.99,31.8,71,0.0,425
2025-05-09 10:00:00,STN101,Chennai,16.05,29.1,85,0.0,683
2025-05-09 11:00:00,STN101,Chennai,20.42,32.8,82,0.0,456
2025-05-09 12:00:00,STN101,Chennai,16.64,28.9,87,0.0,458
2025-05-09 13:00:00,STN101,Chennai,14.2,27.8,79,0.0,515
2025-05-09 14:00:00,STN101,Chennai,20.46,25.3,65,4.8,457
2025-05-09 15:00:00,STN101,Chennai,22.12,30.8,67,0.0,377
2025-05-09 16:00:00,STN101,Chennai,27.17,30.8,69,0.0,399
2025-05-09 17:00:00,STN101,Chennai,22.22,25.7,87,4.1,585
2025-05-09 18:00:00,STN101,Chennai,22.29,21.0,73,0.0,470
2025-05-09 19:00:00,STN101,Chennai,26.57,29.3,65,0.0,777
2025-05-09 20:00:00,STN101,Chennai,19.65,31.6,82,0.0,590
2025-05-09 21:00:00,STN101,Chennai,23.25,34.6,66,0.0,727
2025-05-09 22:00:00,STN101,Chennai,20.26,27.8,74,4.9,724
2025-05-09 23:00:00,STN101,Chennai,18.71,30.3,68,0.0,424
2025-05-10 00:00:00,STN101,Chennai,33.51,33.1,76,0.0,458
2025-05-10 01:00:00,STN101,Chennai,17.25,31.6,80,0.0,517
2025-05-10 02:00:00,STN101,Chennai,23.53,36.4,83,0.0,557
2025-05-10 03:00:00,STN101,Chennai,20.25,27.3,85,1.9,756
2025-05-10 04:00:00,STN101,Chennai,18.17,32.5,82,0.0,701
2025-05-10 05:00:00,STN101,Chennai,21.37,29.0,77,0.0,579
2025-05-10 06:00:00,STN101,Chennai,27.17,31.1,70,0.0,318
2025-05-10 07:00:00,STN101,Chennai,21.24,33.4,70,1.7,532
2025-05-10 08:00:00,STN101,Chennai,25.53,25.7,86,0.0,536
2025-05-10 09:00:00,STN101,Chennai,25.01,29.2,66,4.1,602
2025-05-10 10:00:00,STN101,Chennai,16.02,27.9,71,3.6,414
2025-05-10 11:00:00,STN101,Chennai,23.3,28.8,88,0.0,503
2025-05-10 12:00:00,STN101,Chennai,21.42,34.1,77,0.0,488
2025-05-10 13:00:00,STN101,Chennai,25.83,35.4,84,0.0,507
2025-05-10 14:00:00,STN101,Chennai,9.77,26.9,80,0.0,697
2025-05-10 15:00:00,STN101,Chennai,19.77,34.9,85,0.0,408
2025-05-10 16:00:00,STN101,Chennai,25.09,32.4,68,0.0,308
2025-05-10 17:00:00,STN101,Chennai,24.02,30.5,89,0.0,713
2025-05-10 18:00:00,STN101,Chennai,26.8,28.8,71,0.0,682
2025-05-10 19:00:00,STN101,Chennai,30.93,33.2,73,0.0,622
2025-05-10 20:00:00,STN101,Chennai,18.89,30.4,80,1.3,611
2025-05-10 21:00:00,STN101,Chennai,19.98,26.0,65,0.0,770
2025-05-10 22:00:00,STN101,Chennai,24.93,30.8,68,0.0,798
2025-05-10 23:00:00,STN101,Chennai,17.75,30.2,65,3.4,780
2025-05-11 00:00:00,STN101,Chennai,19.48,30.2,82,0.0,391
2025-05-11 01:00:00,STN101,Chennai,19.73,24.5,86,1.6,322
2025-05-11 02:00:00,STN101,Chennai,13.71,33.7,77,0.0,369
2025-05-11 03:00:00,STN101,Chennai,15.13,29.8,89,0.0,780
2025-05-11 04:00:00,STN101,Chennai,19.08,28.2,84,0.1,647
2025-05-11 05:00:00,STN101,Chennai,16.85,30.9,74,0.0,468
2025-05-11 06:00:00,STN101,Chennai,25.07,32.2,67,0.0,619
2025-05-11 07:00:00,STN101,Chennai,12.22,28.3,60,0.0,347
2025-05-11 08:00:00,STN101,Chennai,24.71,29.2,84,0.0,679
2025-05-11 09:00:00,STN101,Chennai,10.83,30.8,65,1.6,334
2025-05-11 10:00:00,STN101,Chennai,20.03,33.3,83,0.0,571
2025-05-11 11:00:00,STN101,Chennai,21.22,26.3,60,3.5,489
2025-05-11 12:00:00,STN101,Chennai,29.18,29.7,83,0.0,600
2025-05-11 13:00:00,STN101,Chennai,22.66,31.6,62,3.9,568
2025-05-11 14:00:00,STN101,Chennai,22.49,30.0,69,0.0,329
2025-05-11 15:00:00,STN101,Chennai,20.5,29.6,76,4.4,407
2025-05-11 16:00:00,STN101,Chennai,23.6,30.4,72,4.5,406
2025-05-11 17:00:00,STN101,Chennai,18.14,31.2,89,0.0,501
2025-05-11 18:00:00,STN101,Chennai,10.47,24.1,77,0.0,593
2025-05-11 19:00:00,STN101,Chennai,20.35,28.3,63,0.0,563
2025-05-11 20:00:00,STN101,Chennai,24.84,33.4,78,0.0,613
2025-05-11 21:00:00,STN101,Chennai,20.91,28.6,83,0.2,390
2025-05-11 22:00:00,STN101,Chennai,17.08,31.7,89,0.6,479
2025-05-11 23:00:00,STN101,Chennai,22.77,30.6,80,0.0,333
2025-05-12 00:00:00,STN101,Chennai,13.86,31.9,84,0.0,708
2025-05-12 01:00:00,STN101,Chennai,23.73,27.3,80,4.1,627
2025-05-12 02:00:00,STN101,Chennai,23.73,23.2,87,0.0,476
2025-05-12 03:00:00,STN101,Chennai,14.09,25.6,62,0.9,687
2025-05-12 04:00:00,STN101,Chennai,18.31,31.6,81,0.0,383
2025-05-12 05:00:00,STN101,Chennai,20.9,30.0,63,1.1,752
2025-05-12 06:00:00,STN101,Chennai,19.61,26.2,73,0.0,432
2025-05-12 07:00:00,STN101,Chennai,14.22,36.3,70,4.4,654
2025-05-12 08:00:00,STN101,Chennai,15.28,28.4,80,0.0,603
2025-05-12 09:00:00,STN101,Chennai,12.4,24.3,60,0.0,581
2025-05-12 10:00:00,STN101,Chennai,17.9,29.4,82,5.0,629
2025-05-12 11:00:00,STN101,Chennai,23.99,24.5,77,0.0,562
2025-05-12 12:00:00,STN101,Chennai,23.84,28.3,68,0.0,723
2025-05-12 13:00:00,STN101,Chennai,17.62,29.1,87,0.0,586
2025-05-12 14:00:00,STN101,Chennai,19.38,29.8,83,0.0,464
2025-05-12 15:00:00,STN101,Chennai,25.19,32.1,80,0.0,593
2025-05-12 16:00:00,STN101,Chennai,17.92,28.0,69,0.0,387
2025-05-12 17:00:00,STN101,Chennai,16.98,24.6,77,4.4,744
2025-05-12 18:00:00,STN101,Chennai,24.67,31.1,79,1.7,555
2025-05-12 19:00:00,STN101,Chennai,15.23,26.5,64,1.6,314
2025-05-12 20:00:00,STN101,Chennai,19.9,34.0,74,0.0,551
2025-05-12 21:00:00,STN101,Chennai,24.51,34.2,85,4.8,786
2025-05-12 22:00:00,STN101,Chennai,23.51,30.0,65,0.0,378
2025-05-12 23:00:00,STN101,Chennai,23.37,32.0,60,0.9,749
2025-05-13 00:00:00,STN101,Chennai,21.53,33.0,73,2.5,736
2025-05-13 01:00:00,STN101,Chennai,22.95,29.4,61,0.0,383
2025-05-13 02:00:00,STN101,Chennai,26.54,29.5,65,0.2,464
2025-05-13 03:00:00,STN101,Chennai,17.13,28.6,85,2.2,619
2025-05-13 04:00:00,STN101,Chennai,21.86,30.7,85,0.0,650
2025-05-13 05:00:00,STN101,Chennai,18.24,27.9,84,0.0,466
2025-05-13 06:00:00,STN101,Chennai,10.89,30.3,79,0.0,449
2025-05-13 07:00:00,STN101,Chennai,23.49,25.9,60,3.7,596
2025-05-13 08:00:00,STN101,Chennai,23.73,23.8,65,0.0,663
2025-05-13 09:00:00,STN101,Chennai,22.93,33.9,79,0.0,608
2025-05-13 10:00:00,STN101,Chennai,15.06,28.5,77,0.1,476
2025-05-13 11:00:00,STN101,Chennai,20.59,31.4,79,0.0,494
2025-05-13 12:00:00,STN101,Chennai,18.55,29.7,77,4.2,593
2025-05-13 13:00:00,STN101,Chennai,19.98,36.2,86,0.0,340
2025-05-13 14:00:00,STN101,Chennai,13.77,26.7,68,1.1,536
2025-05-13 15:00:00,STN101,Chennai,22.34,26.3,82,1.0,619
2025-05-13 16:00:00,STN101,Chennai,25.96,23.8,62,0.0,777
2025-05-13 17:00:00,STN101,Chennai,21.0,31.2,81,0.0,656
2025-05-13 18:00:00,STN101,Chennai,27.19,30.4,85,4.6,700
2025-05-13 19:00:00,STN101,Chennai,22.74,30.2,86,0.0,747
2025-05-13 20:00:00,STN101,Chennai,16.54,30.1,64,0.0,431
2025-05-13 21:00:00,STN101,Chennai,27.76,32.4,85,0.0,754
2025-05-13 22:00:00,STN101,Chennai,19.23,28.2,75,0.0,761
2025-05-13 23:00:00,STN101,Chennai,29.27,26.6,67,2.3,404
2025-05-14 00:00:00,STN101,Chennai,25.29,29.8,61,0.0,319
2025-05-14 01:00:00,STN101,Chennai,20.91,29.5,85,1.0,581
2025-05-14 02:00:00,STN101,Chennai,10.88,29.9,83,0.0,619
2025-05-14 03:00:00,STN101,Chennai,24.5,32.6,76,0.0,569
2025-05-14 04:00:00,STN101,Chennai,16.47,29.4,65,0.0,651
2025-05-14 05:00:00,STN101,Chennai,31.32,31.6,68,0.0,697
2025-05-14 06:00:00,STN101,Chennai,28.5,30.0,79,0.0,770
2025-05-14 07:00:00,STN101,Chennai,16.71,32.4,89,0.0,698
2025-05-14 08:00:00,STN101,Chennai,22.65,24.9,62,0.0,598
2025-05-14 09:00:00,STN101,Chennai,20.7,34.3,75,0.0,749
2025-05-14 10:00:00,STN101,Chennai,23.47,29.1,68,0.0,335
2025-05-14 11:00:00,STN101,Chennai,20.77,33.1,75,0.0,318
2025-05-14 12:00:00,STN101,Chennai,17.27,29.5,64,0.0,488
2025-05-14 13:00:00,STN101,Chennai,18.82,33.7,65,2.2,745
2025-05-14 14:00:00,STN101,Chennai,18.62,30.3,88,0.0,724
2025-05-14 15:00:00,STN101,Chennai,21.58,27.9,60,0.0,500
2025-05-14 16:00:00,STN101,Chennai,19.04,25.7,85,0.0,730
2025-05-14 17:00:00,STN101,Chennai,18.97,27.6,86,0.0,677
2025-05-14 18:00:00,STN101,Chennai,11.56,31.9,67,0.0,419
2025-05-14 19:00:00,STN101,Chennai,20.42,25.8,84,0.0,638
2025-05-14 20:00:00,STN101,Chennai,18.79,32.6,67,0.0,698
2025-05-14 21:00:00,STN101,Chennai,15.89,27.0,74,0.0,444
2025-05-14 22:00:00,STN101,Chennai,16.39,33.6,68,2.8,477
2025-05-14 23:00:00,STN101,Chennai,16.84,27.5,81,0.0,351
2025-05-15 00:00:00,STN101,Chennai,21.02,30.7,66,0.6,410
2025-05-15 01:00:00,STN101,Chennai,28.8,29.0,79,1.2,337
2025-05-15 02:00:00,STN101,Chennai,16.33,35.2,87,0.0,598
2025-05-15 03:00:00,STN101,Chennai,22.25,27.5,61,0.0,356
2025-05-15 04:00:00,STN101,Chennai,20.74,32.8,64,0.0,778
2025-05-15 05:00:00,STN101,Chennai,16.27,31.9,75,2.5,648
2025-05-15 06:00:00,STN101,Chennai,17.68,32.8,81,1.9,515
2025-05-15 07:00:00,STN101,Chennai,13.09,20.5,72,0.0,391
2025-05-15 08:00:00,STN101,Chennai,18.92,24.9,86,0.0,571
2025-05-15 09:00:00,STN101,Chennai,11.48,28.3,76,1.8,582
2025-05-15 10:00:00,STN101,Chennai,22.15,30.2,77,2.8,512
2025-05-15 11:00:00,STN101,Chennai,13.3,28.3,81,0.0,793
2025-05-15 12:00:00,STN101,Chennai,14.98,24.8,64,0.0,537
2025-05-15 13:00:00,STN101,Chennai,13.36,29.0,85,0.0,474
2025-05-15 14:00:00,STN101,Chennai,23.99,33.4,85,0.0,563
2025-05-15 15:00:00,STN101,Chennai,25.13,26.8,63,0.0,546
2025-05-15 16:00:00,STN101,Chennai,22.29,32.0,88,2.2,705
2025-05-15 17:00:00,STN101,Chennai,26.37,30.0,88,3.5,693
2025-05-15 18:00:00,STN101,Chennai,16.71,32.7,69,0.2,546
2025-05-15 19:00:00,STN101,Chennai,25.06,29.7,79,0.0,671
2025-05-15 20:00:00,STN101,Chennai,20.82,23.2,87,0.0,516
2025-05-15 21:00:00,STN101,Chennai,18.95,32.3,70,0.0,329
2025-05-15 22:00:00,STN101,Chennai,13.08,26.3,72,4.4,542
2025-05-15 23:00:00,STN101,Chennai,16.81,30.0,77,2.1,470
2025-05-16 00:00:00,STN101,Chennai,18.9,29.5,86,0.0,344
2025-05-16 01:00:00,STN101,Chennai,18.26,31.1,73,4.1,570
2025-05-16 02:00:00,STN101,Chennai,15.55,34.2,81,0.0,307
2025-05-16 03:00:00,STN101,Chennai,34.64,29.0,62,0.1,670
2025-05-16 04:00:00,STN101,Chennai,21.93,30.1,65,0.0,548
2025-05-16 05:00:00,STN101,Chennai,21.48,28.5,60,0.0,350
